Followers,Ad_Spend,Estimated_Revenue,Engagement_Rate,Platform,Content_Type,Profitable
159518,7324.73,13225.33,0.075,YouTube,Story,Yes
665006,5410.87,12825.14,0.036,Instagram,Image,No
909380,2704.21,2291.3,0.157,YouTube,Video,No
752287,6916.03,8121.16,0.043,TikTok,Post,No
303066,8012.46,23989.63,0.087,Instagram,Video,Yes
429733,9493.75,25324.44,0.187,YouTube,Image,Yes
72947,5481.01,14968.1,0.04,Instagram,Image,No
994404,8230.62,4619.15,0.037,Instagram,Story,No
397308,9658.62,10181.74,0.152,Twitter,Post,No
416916,371.96,1095.45,0.061,Instagram,Post,No
728191,7733.28,7588.61,0.11,Twitter,Story,No
90360,6486.52,8349.79,0.18,TikTok,Image,Yes
561185,709.27,1589.38,0.06,Facebook,Reel,No
537119,6915.37,12614.91,0.181,Instagram,Reel,Yes
981874,5182.47,14018.05,0.188,Facebook,Video,Yes
440358,4638.42,4201.48,0.029,Instagram,Post,No
639453,8420.88,9058.89,0.046,Twitter,Video,No
207903,8431.23,8167.76,0.19,TikTok,Video,No
667978,2855.44,3023.51,0.118,Facebook,Story,No
522244,2483.95,5977.49,0.14,Facebook,Reel,Yes
686614,6816.35,16383.94,0.06,Facebook,Post,No
931192,6253.04,14154.51,0.176,Instagram,Reel,Yes
366391,2431.62,4622.11,0.187,Instagram,Story,Yes
363644,2684.18,1628.99,0.069,Instagram,Post,No
85577,7224.59,13740.06,0.107,YouTube,Video,Yes
593399,5058.56,4328.83,0.051,Facebook,Post,No
807741,2288.61,1487.72,0.071,YouTube,Story,No
754890,7267.44,10514.85,0.165,Instagram,Video,Yes
462792,2567.12,1884.17,0.073,Instagram,Image,No
487799,3642.07,6983.56,0.043,Instagram,Video,No
440727,187.95,131.33,0.103,TikTok,Reel,No
290227,2795.18,6913.71,0.015,Twitter,Video,No
673337,6632.23,6133.86,0.035,Instagram,Reel,No
863147,6483.46,12091.53,0.094,Facebook,Image,Yes
924875,2841.85,1951.1,0.19,TikTok,Video,No
158661,8098.59,15645.99,0.182,Facebook,Post,Yes
271040,5852.36,3809.09,0.152,Instagram,Post,No
642211,7218.03,17923.13,0.178,TikTok,Post,Yes
773577,8449.4,24273.26,0.185,TikTok,Image,Yes
567605,8095.85,18988.62,0.064,YouTube,Video,No
152738,410.09,1190.61,0.18,Facebook,Post,Yes
918806,847.78,1676.39,0.187,Instagram,Post,Yes
670927,5120.72,15087.1,0.063,Facebook,Image,No
945740,2791.27,7471.68,0.187,Instagram,Story,Yes
677746,3247.8,5117.61,0.16,Facebook,Reel,Yes
917838,9290.52,12548.9,0.084,Instagram,Post,Yes
496479,1286.27,1562.19,0.177,Facebook,Video,Yes
760416,128.14,99.83,0.103,YouTube,Post,No
136393,7045.48,6776.65,0.167,Facebook,Story,No
932298,9068.18,27064.03,0.119,Twitter,Image,Yes
778949,5415.54,5346.86,0.13,Twitter,Reel,No
456808,7084.35,7399.45,0.119,YouTube,Image,No
437341,7013.55,19347.63,0.056,TikTok,Reel,No
44001,3555.62,9024.79,0.166,Instagram,Post,Yes
746385,6543.58,4358.95,0.013,Facebook,Story,No
423217,3723.27,10877.27,0.198,Facebook,Reel,Yes
687337,4355.46,2588.88,0.024,Twitter,Post,No
886678,5513.98,4294.34,0.073,YouTube,Reel,No
486687,1511.31,3795.43,0.051,Instagram,Story,No
364339,8591.87,15154.79,0.117,Instagram,Post,Yes
239441,6003.96,6028.2,0.044,Twitter,Video,No
635102,1438.76,1739.43,0.022,Instagram,Story,No
783038,9562.85,8075.9,0.108,Instagram,Post,No
998675,787.92,1489.31,0.134,Instagram,Image,Yes
739447,5979.98,5419.15,0.137,Facebook,Video,No
794853,3968.45,3981.35,0.17,Twitter,Story,No
914910,6932.22,7489.38,0.087,YouTube,Post,No
266972,4762.12,11913.36,0.185,Facebook,Video,Yes
227727,5247.98,12852.86,0.058,Facebook,Image,No
770305,7083.03,7637.3,0.16,TikTok,Post,No
485965,7138.78,17927.86,0.181,TikTok,Image,Yes
936354,3004.15,8693.58,0.054,Facebook,Video,No
992469,3166.31,4090.91,0.123,Facebook,Story,Yes
935776,6802.64,8735.02,0.067,Twitter,Post,No
133371,8287.25,8299.23,0.088,Twitter,Video,No
138854,2661.64,4704.04,0.024,Twitter,Post,No
405032,1559.78,3067.15,0.116,Facebook,Reel,Yes
519823,8641.61,6558.73,0.191,Twitter,Image,No
474656,1257.03,2006.43,0.193,Twitter,Post,Yes
604291,2642.02,5211.63,0.139,YouTube,Post,Yes
843981,300.78,565.11,0.137,Instagram,Reel,Yes
540243,8697.78,7741.32,0.181,YouTube,Video,No
384152,4673.8,2402.78,0.194,TikTok,Post,No
319394,4138.17,9705.75,0.192,YouTube,Image,Yes
757942,6974.53,6602.23,0.151,TikTok,Image,No
298542,5865.38,13312.21,0.169,TikTok,Video,Yes
171521,8914.11,14296.37,0.162,Instagram,Video,Yes
352005,786.11,1210.4,0.044,TikTok,Reel,No
699876,6610.18,4282.67,0.091,Facebook,Image,No
924945,2479.09,5515.25,0.146,Instagram,Image,Yes
804806,7062.72,10333.79,0.169,TikTok,Story,Yes
111078,5764.5,7136.86,0.091,TikTok,Reel,Yes
507453,836.54,2299.83,0.12,YouTube,Story,Yes
337430,3941.47,7851.91,0.059,Twitter,Reel,No
948135,1030.24,1169.4,0.051,Facebook,Post,No
395274,5676.23,12678.59,0.109,Twitter,Image,Yes
941051,2247.74,2454.63,0.124,TikTok,Video,No
227817,4603.61,8956.08,0.114,YouTube,Video,Yes
255726,8886.66,10504.42,0.149,Facebook,Post,No
843150,7953.65,9312.35,0.16,Instagram,Image,No
752518,4915.82,13585.62,0.019,YouTube,Post,No
546909,7871.06,10689.88,0.015,Twitter,Reel,No
419400,1788.95,1801.66,0.056,Twitter,Story,No
76418,3427.99,2595.11,0.172,Instagram,Post,No
299530,6794.77,11684.31,0.06,TikTok,Video,No
448556,623.78,1292.28,0.189,Facebook,Reel,Yes
937800,291.25,744.88,0.18,Twitter,Image,Yes
114793,1142.4,2005.17,0.124,TikTok,Video,Yes
421963,2612.6,4591.93,0.09,TikTok,Post,Yes
866146,3377.06,5578.06,0.039,Instagram,Story,No
24248,3999.46,5120.69,0.039,TikTok,Reel,No
788301,1109.14,1255.88,0.155,Twitter,Image,No
799658,4613.65,5996.63,0.152,TikTok,Reel,Yes
704714,4026.25,8388.99,0.069,Twitter,Video,No
465462,9704.86,5298.89,0.087,Instagram,Story,No
816869,6933.05,14165.36,0.143,Instagram,Video,Yes
543335,6392.76,13628.13,0.047,Instagram,Story,No
907606,8254.09,11755.62,0.037,Facebook,Post,No
643249,2639.23,6843.58,0.177,YouTube,Post,Yes
281852,184.84,247.47,0.06,YouTube,Story,No
671688,9160.15,8038.34,0.158,Twitter,Story,No
685500,2073.47,2477.42,0.025,Instagram,Reel,No
318428,9273.99,18788.22,0.076,Twitter,Video,Yes
29633,6296.28,15994.97,0.127,Twitter,Video,Yes
128834,4729.13,4661.99,0.097,Twitter,Story,No
633543,3577.31,9146.92,0.08,YouTube,Reel,Yes
159175,5240.34,3416.92,0.134,TikTok,Story,No
798135,2671.53,7751.98,0.183,Facebook,Video,Yes
539884,6755.6,17926.1,0.124,Twitter,Post,Yes
863645,6250.14,6269.72,0.039,TikTok,Reel,No
224461,3529.69,2130.97,0.028,YouTube,Reel,No
533994,1637.9,1692.03,0.195,Instagram,Post,No
800666,6752.56,17696.68,0.113,Twitter,Video,Yes
838393,8919.18,13688.93,0.054,Twitter,Image,No
784204,9332.11,6943.03,0.105,TikTok,Video,No
768286,289.07,478.12,0.067,Instagram,Image,No
717944,7795.6,5502.96,0.035,Twitter,Image,No
761129,6495.05,18545.36,0.137,TikTok,Video,Yes
913756,7296.08,13965.34,0.114,Instagram,Video,Yes
300155,6719.03,11211.33,0.109,Instagram,Story,Yes
1404,2942.93,4431.51,0.034,TikTok,Image,No
360281,9324.65,23761.22,0.148,TikTok,Reel,Yes
23031,9167.68,22381.34,0.09,Instagram,Story,Yes
690984,5225.02,9493.4,0.06,TikTok,Video,No
375999,9850.66,16278.71,0.191,Twitter,Story,Yes
218813,8709.93,7918.05,0.071,Facebook,Video,No
766197,9641.37,6971.75,0.165,YouTube,Video,No
856783,4288.22,5641.54,0.079,Twitter,Image,Yes
480809,4236.44,8859.35,0.038,YouTube,Reel,No
919882,352.69,231.61,0.04,TikTok,Post,No
614332,8699.93,22226.2,0.106,Instagram,Post,Yes
541022,2845.61,4075.01,0.176,YouTube,Story,Yes
756164,2323.14,2811.16,0.087,TikTok,Post,Yes
469668,1493.92,1603.12,0.154,YouTube,Post,No
910216,9191.2,14774.8,0.199,Instagram,Reel,Yes
497005,872.52,2163.61,0.102,YouTube,Post,Yes
166873,599.51,953.18,0.191,YouTube,Video,Yes
899850,7189.87,16588.01,0.089,YouTube,Story,Yes
56863,1122.61,1929.41,0.141,Facebook,Story,Yes
451348,7838.19,8591.12,0.023,Facebook,Image,No
849231,4073.23,8405.03,0.012,TikTok,Image,No
15153,7920.75,7868.1,0.043,Facebook,Image,No
756181,8346.52,12688.81,0.164,YouTube,Post,Yes
607440,2758.2,6466.36,0.101,TikTok,Video,Yes
951678,8285.39,21920.34,0.143,Instagram,Post,Yes
450076,7675.02,15338.05,0.111,YouTube,Image,Yes
823494,2724.38,7394.8,0.16,YouTube,Image,Yes
781721,9943.11,22450.47,0.172,Instagram,Story,Yes
96761,5988.75,5012.48,0.014,Facebook,Video,No
13360,209.37,214.25,0.15,TikTok,Video,No
609811,2990.11,6838.46,0.098,YouTube,Reel,Yes
626303,9537.91,8463.9,0.193,YouTube,Post,No
951991,2819.89,4545.68,0.165,YouTube,Story,Yes
898421,5272.72,10797.86,0.137,Instagram,Image,Yes
433430,4179.76,2909.83,0.187,Instagram,Story,No
411834,4237.39,8253.8,0.071,Facebook,Story,Yes
452558,2069.28,2492.76,0.056,YouTube,Post,No
981547,2710.39,1929.12,0.014,Twitter,Reel,No
608086,684.6,1160.57,0.095,Instagram,Video,Yes
176203,8752.74,7185.39,0.058,Facebook,Video,No
458719,1420.18,1729.94,0.163,TikTok,Post,Yes
435219,5330.69,13531.44,0.105,Facebook,Image,Yes
850375,3887.63,4416.59,0.095,YouTube,Story,No
926431,4467.05,6642.31,0.067,Twitter,Reel,No
672210,9962.02,12099.82,0.197,Twitter,Story,Yes
505910,8939.02,11547.1,0.024,YouTube,Video,No
622424,8242.93,8589.41,0.044,Twitter,Story,No
811874,2415.84,3580.27,0.074,Twitter,Reel,Yes
303619,8117.73,18815.47,0.149,Twitter,Reel,Yes
783479,9251.28,26593.81,0.132,YouTube,Image,Yes
933063,1270.56,1035.18,0.011,TikTok,Story,No
144314,7332.27,4559.81,0.178,YouTube,Story,No
382032,968.78,2831.16,0.132,Facebook,Post,Yes
294925,9056.1,12162.06,0.02,YouTube,Story,No
657521,3187.71,3565.8,0.094,TikTok,Video,No
862789,6076.89,12977.74,0.097,Instagram,Reel,Yes
674222,4448.18,7650.66,0.063,YouTube,Story,No
424602,1880.97,4881.15,0.124,TikTok,Video,Yes
70300,9975.73,9940.55,0.183,YouTube,Post,No
71640,9041.59,16098.42,0.053,YouTube,Post,No
938105,7541.0,19061.37,0.039,Instagram,Reel,No
867450,7053.15,12326.38,0.079,YouTube,Reel,Yes
143482,3147.15,4164.36,0.171,Facebook,Video,Yes
881354,5258.91,6241.39,0.154,Facebook,Reel,No
411243,7700.33,15759.52,0.167,Twitter,Video,Yes
110876,2578.31,4687.88,0.104,Instagram,Image,Yes
357742,5485.34,7935.59,0.107,YouTube,Story,Yes
86999,6033.65,10887.55,0.126,Twitter,Reel,Yes
330793,2320.31,1281.94,0.198,YouTube,Video,No
816624,7801.65,4933.68,0.191,TikTok,Reel,No
519420,2070.28,4560.45,0.073,Instagram,Story,Yes
530739,3169.4,2670.02,0.152,Instagram,Video,No
818459,3293.53,7540.34,0.129,YouTube,Image,Yes
146788,2495.41,6840.59,0.122,Facebook,Story,Yes
366871,9730.66,20408.73,0.028,TikTok,Story,No
897197,8096.14,5069.78,0.029,TikTok,Reel,No
808744,7784.1,5201.9,0.185,YouTube,Reel,No
496919,179.78,262.48,0.01,Facebook,Post,No
373050,7152.39,8012.36,0.025,Twitter,Video,No
970617,9104.22,22425.37,0.159,Twitter,Image,Yes
794392,4769.47,3723.52,0.104,Twitter,Image,No
36733,2756.43,4740.74,0.116,YouTube,Video,Yes
473367,9791.4,17584.25,0.177,Facebook,Image,Yes
673280,5373.59,15648.69,0.074,TikTok,Video,Yes
122668,5095.95,9043.74,0.049,TikTok,Reel,No
155363,4198.28,12588.05,0.072,YouTube,Image,Yes
595699,6052.24,6120.42,0.031,TikTok,Post,No
812804,4823.88,11606.19,0.149,YouTube,Reel,Yes
725226,2865.46,3346.75,0.197,Twitter,Reel,No
712195,1122.26,2257.43,0.046,Facebook,Reel,No
353854,6880.87,17022.67,0.146,YouTube,Reel,Yes
639071,5140.68,5109.15,0.11,Facebook,Image,No
279572,4921.45,10309.23,0.173,Instagram,Reel,Yes
996843,2468.31,6225.75,0.039,Facebook,Video,No
577291,5422.3,10579.31,0.188,Instagram,Story,Yes
567161,6927.42,7272.95,0.152,YouTube,Video,No
253156,479.24,729.65,0.156,YouTube,Video,Yes
586236,8312.27,19204.65,0.154,YouTube,Reel,Yes
250474,4170.37,7774.95,0.082,YouTube,Video,Yes
753254,7084.35,15145.21,0.138,Twitter,Video,Yes
834238,1195.99,3493.85,0.07,Facebook,Video,No
574996,7743.69,10040.75,0.041,Twitter,Video,No
767868,1510.39,2199.62,0.192,Facebook,Video,Yes
14261,2300.68,5616.57,0.062,Instagram,Image,No
755444,8254.23,19801.74,0.188,YouTube,Image,Yes
672553,1141.89,3163.47,0.131,Instagram,Reel,Yes
46256,9238.55,5734.24,0.072,TikTok,Story,No
818114,3307.39,5928.49,0.189,Facebook,Story,Yes
736226,8325.29,12280.78,0.155,Twitter,Story,Yes
645942,1791.96,3932.37,0.173,TikTok,Post,Yes
324557,7195.51,14922.96,0.148,Instagram,Video,Yes
502643,3419.85,3445.75,0.154,Instagram,Video,No
185456,9690.05,12291.3,0.025,YouTube,Story,No
287103,1190.41,2951.37,0.183,Facebook,Video,Yes
765469,2661.24,1439.38,0.189,Twitter,Reel,No
439755,9718.01,25503.48,0.018,YouTube,Story,No
739591,5368.48,6099.82,0.043,Instagram,Post,No
222552,3321.51,7489.62,0.164,Facebook,Image,Yes
549333,9367.87,7616.14,0.014,Facebook,Image,No
999757,8389.57,15275.14,0.114,Twitter,Image,Yes
389215,5188.83,8760.09,0.083,YouTube,Image,Yes
937114,7261.25,18024.55,0.043,TikTok,Reel,No
852480,3985.27,6950.52,0.067,Facebook,Story,No
642179,9722.31,25568.0,0.161,Twitter,Post,Yes
386693,7214.16,14376.51,0.171,Facebook,Story,Yes
98661,7865.64,20692.71,0.115,Instagram,Post,Yes
34340,8478.14,6648.21,0.107,Instagram,Post,No
979744,2399.43,4232.12,0.149,YouTube,Story,Yes
742063,1256.66,3716.12,0.076,Instagram,Reel,Yes
995762,3986.62,3494.85,0.039,TikTok,Image,No
914438,9053.33,15844.8,0.019,YouTube,Post,No
200316,5268.89,5428.66,0.196,YouTube,Image,No
138653,4563.98,4926.78,0.124,TikTok,Reel,No
716339,3235.8,6291.16,0.173,YouTube,Story,Yes
225137,5603.53,16671.71,0.074,TikTok,Post,Yes
344003,2945.83,8795.88,0.158,Twitter,Post,Yes
801463,6774.89,11121.27,0.127,Twitter,Video,Yes
502174,3484.47,5225.54,0.185,TikTok,Video,Yes
266798,8076.48,23555.5,0.041,Twitter,Video,No
779776,4373.8,7233.1,0.159,TikTok,Image,Yes
158732,5085.84,10006.44,0.082,Instagram,Image,Yes
380593,3427.47,5572.62,0.108,Twitter,Post,Yes
915228,6499.01,13346.2,0.083,Facebook,Reel,Yes
777388,6791.33,9120.24,0.105,YouTube,Reel,Yes
373047,2503.73,4784.5,0.04,Facebook,Post,No
121234,417.42,934.98,0.039,YouTube,Video,No
304342,7528.5,10519.66,0.092,YouTube,Video,Yes
175037,3892.49,3231.85,0.112,Facebook,Video,No
197769,9429.48,28019.94,0.043,YouTube,Post,No
586676,6369.79,16316.47,0.176,Twitter,Post,Yes
574987,8824.75,16386.34,0.068,YouTube,Image,No
622825,1726.55,901.23,0.156,Twitter,Image,No
717756,7871.57,5727.63,0.072,Twitter,Post,No
828760,5402.59,9923.29,0.088,TikTok,Post,Yes
474288,6872.3,15764.15,0.121,Instagram,Post,Yes
854159,2061.28,1861.41,0.127,Facebook,Reel,No
432978,904.68,2357.65,0.05,YouTube,Story,No
162297,8319.3,16500.06,0.067,Twitter,Reel,No
507554,6880.06,12665.38,0.026,Facebook,Image,No
151810,4887.39,4428.59,0.149,Twitter,Video,No
97646,2684.18,6908.98,0.136,TikTok,Image,Yes
62842,3870.76,4442.22,0.198,TikTok,Story,No
418339,8665.39,21221.34,0.024,Twitter,Image,No
486008,7255.41,13452.75,0.091,Instagram,Story,Yes
576335,1531.34,1894.89,0.169,Facebook,Story,Yes
530992,6147.98,13314.43,0.127,TikTok,Post,Yes
509679,2476.84,6493.09,0.109,YouTube,Video,Yes
678623,4103.21,9995.71,0.072,YouTube,Image,Yes
562693,5189.46,11630.86,0.1,Facebook,Video,Yes
835379,6941.63,16375.96,0.168,TikTok,Reel,Yes
372000,542.15,727.64,0.023,YouTube,Reel,No
209524,618.82,1291.03,0.172,TikTok,Reel,Yes
556474,1988.66,4709.78,0.148,TikTok,Video,Yes
754492,2270.73,4197.5,0.2,YouTube,Image,Yes
292464,3954.74,3324.19,0.037,Twitter,Image,No
313849,3810.82,2818.68,0.09,Twitter,Video,No
712413,4544.9,12153.89,0.06,Instagram,Reel,No
523988,2845.73,2982.33,0.158,Instagram,Video,No
740804,7342.92,10552.39,0.032,YouTube,Reel,No
722747,9731.16,28780.27,0.169,Twitter,Image,Yes
757265,8220.17,21120.96,0.087,TikTok,Image,Yes
25300,671.64,1197.07,0.057,Instagram,Image,No
789325,1495.7,1887.53,0.168,TikTok,Image,Yes
120392,4288.28,12783.62,0.175,TikTok,Image,Yes
85703,9418.46,19117.44,0.132,Twitter,Video,Yes
596468,2209.05,5110.37,0.025,Instagram,Post,No
543955,2881.28,1985.94,0.021,Facebook,Image,No
140005,9827.39,24520.37,0.11,TikTok,Image,Yes
986418,7631.87,12579.86,0.186,YouTube,Video,Yes
597861,102.38,217.43,0.119,Twitter,Story,Yes
282974,289.76,616.3,0.166,YouTube,Story,Yes
18087,3931.97,7004.04,0.164,YouTube,Video,Yes
825824,888.59,1135.22,0.109,Twitter,Post,Yes
724503,7950.82,18582.17,0.19,Facebook,Video,Yes
764760,4617.45,6341.89,0.096,YouTube,Post,Yes
708755,445.32,986.01,0.117,Twitter,Post,Yes
917295,3932.06,7658.42,0.126,TikTok,Reel,Yes
607590,5840.24,5560.85,0.125,Facebook,Image,No
32007,4998.07,8902.04,0.165,YouTube,Reel,Yes
289249,9930.14,18037.0,0.138,YouTube,Image,Yes
731602,5928.36,16812.83,0.153,Facebook,Video,Yes
767941,3509.97,3124.19,0.063,TikTok,Post,No
848324,2695.1,5296.32,0.072,Instagram,Reel,Yes
353156,3901.0,6497.07,0.182,TikTok,Reel,Yes
239483,9519.49,11624.3,0.063,Instagram,Post,No
938841,1040.04,868.1,0.057,YouTube,Image,No
58993,4587.29,12918.87,0.18,YouTube,Video,Yes
717773,4738.53,3455.8,0.044,YouTube,Post,No
239009,3166.36,7576.49,0.144,YouTube,Image,Yes
187987,787.01,1209.95,0.042,Facebook,Post,No
579748,2145.23,3203.67,0.065,Twitter,Story,No
289161,3984.58,5633.93,0.181,Instagram,Video,Yes
616486,9820.59,23010.09,0.144,Twitter,Image,Yes
778881,8251.14,20328.07,0.048,Instagram,Reel,No
136832,8092.72,8103.21,0.199,Instagram,Post,No
96081,8002.9,4323.11,0.01,TikTok,Image,No
195152,2519.38,7147.31,0.104,YouTube,Video,Yes
793173,7823.9,8899.72,0.089,Instagram,Video,No
606151,2184.72,4953.95,0.156,Facebook,Post,Yes
965329,5164.41,14347.26,0.088,Twitter,Post,Yes
494948,1334.5,1477.13,0.152,Twitter,Story,No
881889,4906.43,2468.63,0.034,Facebook,Story,No
830378,4732.36,12900.33,0.074,YouTube,Reel,Yes
13100,2169.94,3101.03,0.086,Twitter,Video,Yes
325264,7750.17,20747.96,0.156,TikTok,Post,Yes
411520,2057.21,1394.91,0.136,YouTube,Post,No
962890,2517.88,6741.0,0.066,Facebook,Reel,No
751216,120.56,247.28,0.09,Twitter,Video,Yes
677555,9317.79,20850.24,0.156,TikTok,Image,Yes
486278,8704.3,13614.69,0.138,YouTube,Reel,Yes
491457,1101.52,1772.87,0.198,Instagram,Image,Yes
275535,6555.39,17718.55,0.127,Twitter,Reel,Yes
402013,9451.15,22018.28,0.145,Facebook,Image,Yes
754926,2422.76,6022.99,0.147,Twitter,Story,Yes
50104,1199.25,2668.38,0.016,Instagram,Video,No
140182,574.35,862.16,0.186,YouTube,Post,Yes
665846,6445.08,15488.55,0.046,Instagram,Story,No
303918,5187.28,7748.79,0.084,Instagram,Reel,Yes
548936,2491.69,5721.22,0.096,Twitter,Reel,Yes
819386,8698.19,19155.32,0.096,Twitter,Reel,Yes
688687,3438.48,2482.07,0.196,Facebook,Post,No
196877,4510.04,12544.88,0.018,Instagram,Video,No
341053,389.69,698.21,0.143,YouTube,Image,Yes
807527,361.2,806.49,0.173,Facebook,Image,Yes
500797,8029.98,9926.92,0.17,Twitter,Story,Yes
270114,7319.19,15818.84,0.104,TikTok,Reel,Yes
524138,3658.7,10254.85,0.173,Instagram,Reel,Yes
921221,1607.67,3043.78,0.163,TikTok,Reel,Yes
455151,7932.71,17162.25,0.027,YouTube,Video,No
899704,7127.03,15748.4,0.156,TikTok,Video,Yes
910719,8980.24,5075.33,0.047,Facebook,Reel,No
965725,8468.84,6956.98,0.199,Facebook,Video,No
847143,177.06,530.31,0.189,Instagram,Post,Yes
486757,9945.8,19032.52,0.143,Instagram,Post,Yes
863318,7851.28,9716.1,0.011,Facebook,Image,No
516447,5178.31,3283.04,0.06,YouTube,Video,No
422837,3593.49,7538.74,0.011,Twitter,Image,No
739464,8212.86,6550.3,0.19,Instagram,Post,No
239067,2932.29,7836.34,0.042,YouTube,Reel,No
679841,5908.64,10587.83,0.169,YouTube,Image,Yes
246546,8811.3,24765.74,0.128,Twitter,Story,Yes
787275,3824.67,3489.5,0.081,Instagram,Post,No
900485,1360.46,1188.03,0.161,Twitter,Image,No
752331,4459.56,11808.56,0.199,Instagram,Post,Yes
82816,5170.89,12888.77,0.181,Facebook,Reel,Yes
815604,1651.42,2482.32,0.074,Facebook,Video,Yes
566609,7059.18,6611.6,0.063,Instagram,Story,No
783259,9004.33,17827.16,0.094,Instagram,Post,Yes
67358,7926.62,16386.93,0.072,YouTube,Image,Yes
970655,6132.19,12075.92,0.078,YouTube,Image,Yes
148878,1677.14,4673.91,0.063,TikTok,Post,No
920965,7630.55,12382.43,0.152,YouTube,Video,Yes
416515,8675.65,9285.6,0.187,Facebook,Story,No
164038,8553.27,8606.71,0.195,Instagram,Video,No
373778,5349.17,3231.31,0.117,YouTube,Reel,No
604561,8887.32,6508.8,0.187,Twitter,Story,No
12962,1925.89,1442.93,0.101,TikTok,Post,No
578952,2372.91,5099.81,0.087,TikTok,Reel,Yes
43078,8204.07,8434.91,0.097,Twitter,Image,No
770666,5052.95,4721.99,0.061,YouTube,Reel,No
636785,550.1,1027.56,0.117,Facebook,Story,Yes
634025,5647.95,8450.06,0.151,Instagram,Reel,Yes
827196,3487.65,7412.48,0.086,TikTok,Story,Yes
986067,1956.29,4369.2,0.143,TikTok,Post,Yes
11651,2148.47,3080.97,0.043,Instagram,Post,No
462243,2680.55,1523.7,0.08,TikTok,Reel,No
6287,6200.78,13229.29,0.153,Twitter,Image,Yes
393118,3085.81,7716.45,0.037,Twitter,Story,No
436684,1606.53,1586.61,0.031,YouTube,Video,No
392180,9078.27,14536.17,0.182,TikTok,Post,Yes
40499,5275.03,14118.64,0.063,YouTube,Reel,No
416466,9955.93,10224.43,0.127,Instagram,Post,No
763092,1750.97,1298.77,0.154,Facebook,Video,No
877031,2652.33,1762.26,0.015,Twitter,Story,No
269615,1431.45,4252.9,0.095,TikTok,Post,Yes
92229,4298.12,5793.25,0.186,Instagram,Story,Yes
680447,624.96,1380.88,0.082,YouTube,Reel,Yes
271784,6978.41,7199.84,0.088,Instagram,Image,No
978785,4301.2,5747.27,0.139,TikTok,Reel,Yes
40353,5584.4,14896.82,0.02,Facebook,Image,No
727499,9796.02,11564.34,0.053,TikTok,Post,No
494992,1242.73,2759.4,0.15,Instagram,Post,Yes
70122,6905.01,7139.14,0.045,YouTube,Video,No
173257,7549.18,20168.67,0.109,TikTok,Post,Yes
292999,7394.58,15851.64,0.051,TikTok,Post,No
952344,7138.2,17669.26,0.035,Twitter,Video,No
215764,690.29,1243.52,0.099,Facebook,Reel,Yes
420065,5455.76,11757.3,0.061,Facebook,Reel,No
135055,1163.4,3119.17,0.101,Twitter,Post,Yes
454449,4216.17,5787.94,0.118,Twitter,Reel,Yes
393573,1156.89,1301.33,0.124,YouTube,Video,No
862756,7150.7,16146.78,0.143,Instagram,Post,Yes
574212,6305.09,17689.21,0.098,Instagram,Image,Yes
792787,2864.73,8509.93,0.012,YouTube,Story,No
46002,6358.01,17040.32,0.085,YouTube,Story,Yes
515265,6341.54,4963.65,0.144,Twitter,Video,No
777372,2995.49,8623.31,0.197,Facebook,Reel,Yes
318336,8976.16,10531.68,0.089,Facebook,Reel,No
931109,5670.15,11382.94,0.197,Facebook,Image,Yes
604724,3188.59,7446.52,0.106,Instagram,Post,Yes
990436,8223.39,7760.27,0.172,YouTube,Story,No
462552,1954.77,1985.55,0.11,YouTube,Image,No
937320,806.87,1930.71,0.045,TikTok,Reel,No
158753,2244.5,5215.73,0.029,Twitter,Story,No
339416,2606.75,3358.18,0.181,TikTok,Story,Yes
911775,2641.14,1661.96,0.048,TikTok,Story,No
190004,497.23,421.79,0.156,YouTube,Image,No
562931,2564.4,2996.79,0.089,TikTok,Story,No
284821,4528.77,12251.29,0.186,Facebook,Post,Yes
391479,281.88,670.54,0.19,Twitter,Image,Yes
788715,4503.57,7875.59,0.145,TikTok,Story,Yes
668689,4296.91,5448.94,0.108,Instagram,Story,Yes
676673,790.59,1428.38,0.087,Twitter,Reel,Yes
121494,2653.96,6171.09,0.076,Facebook,Post,Yes
646753,6522.48,5491.52,0.015,YouTube,Post,No
839927,9657.46,14228.43,0.125,Facebook,Post,Yes
29141,8852.35,15495.12,0.06,YouTube,Post,No
589398,7492.59,15613.23,0.169,YouTube,Image,Yes
264844,2004.49,3596.06,0.193,Twitter,Story,Yes
669406,892.18,2546.29,0.114,TikTok,Post,Yes
149694,3143.58,8467.99,0.078,Twitter,Video,Yes
86774,9993.37,12061.77,0.051,Twitter,Post,No
257687,8111.03,16674.07,0.106,YouTube,Story,Yes
519652,4812.98,9369.89,0.103,Instagram,Story,Yes
631752,5655.09,7280.53,0.097,YouTube,Image,Yes
744583,2965.42,3677.59,0.154,TikTok,Story,Yes
74686,7165.16,4852.84,0.131,YouTube,Story,No
500722,1599.43,2379.38,0.061,Instagram,Story,No
110162,4691.96,11379.01,0.113,TikTok,Image,Yes
765601,9113.67,21882.3,0.011,Instagram,Post,No
535231,3179.35,7250.23,0.155,Facebook,Video,Yes
783239,8284.75,23862.18,0.147,Instagram,Reel,Yes
91306,6272.04,6349.83,0.185,Facebook,Story,No
816131,7108.62,9067.69,0.137,Facebook,Video,Yes
994778,2571.84,2866.02,0.073,YouTube,Reel,No
117656,9186.69,11284.75,0.129,YouTube,Story,Yes
